#TimestampInMS,gt_lat,gt_long,phone_lat,phone_long
1290023428995,56.145383333333335,10.203653333333333,56.1456450159,10.203205817
1290023440094,56.14539499999999,10.204018333333332,56.1453570138,10.2040841563
1290023441150,56.14539166666667,10.204061666666666,56.1453911282,10.2040848269
1290023442145,56.145373333333325,10.204096666666667,56.1453985042,10.2040180231
1290023442995,56.145361666666666,10.204135,56.1453885298,10.2040084678
1290023443995,56.14536833333333,10.204195,56.1453770466,10.2040274947
1290023453017,56.14535666666667,10.204581666666666,56.1452833369,10.2045482621
1290023460105,56.145361666666666,10.204898333333334,56.1452674113,10.2049417085
1290023468109,56.145341666666674,10.205246666666666,56.1451436107,10.205218898
1290023473070,56.145328333333325,10.205443333333333,56.1451191355,10.2052996995
1290023478119,56.14524166666667,10.205636666666667,56.1453896194,10.2059045374
1290023484114,56.14521833333333,10.205919999999999,56.1455123304,10.2060545734
1290023489108,56.145149999999994,10.206138333333334,56.1448735458,10.2063442518
1290023495108,56.145005000000005,10.20631,56.1449927365,10.2062704073
1290023502092,56.14492499999999,10.20665,56.145143443,10.206609539
1290023508108,56.14484000000001,10.206965,56.1445574644,10.2067765902
1290023513082,56.14474666666667,10.20714,56.1447454704,10.2070600661
1290023518103,56.144743333333324,10.207378333333333,56.1448167166,10.2073681009
1290023525074,56.144841666666665,10.207686666666666,56.1445730547,10.2076292809
1290023532103,56.144965,10.207996666666666,56.1449998611,10.2079090688
1290023537063,56.14502666666667,10.208253333333333,56.1448810057,10.2078560113
1290023544048,56.14498833333334,10.20853,56.1449838516,10.2081363021
1290023551118,56.144818333333326,10.208518333333334,56.1447814288,10.2084418223
1290023556084,56.14466833333333,10.208464999999999,56.1446675187,10.2084093844
1290023563122,56.144461666666665,10.208388333333334,56.1444002199,10.2085993182
1290023568138,56.144301666666664,10.208346666666667,56.1443442288,10.2083787066
1290023573072,56.14415999999999,10.208296666666666,56.1443292252,10.2082523076
1290023580120,56.143951666666666,10.208196666666668,56.1440041752,10.2084313449
1290023586106,56.14376666666667,10.208091666666666,56.1438260598,10.2079226474
1290023592159,56.14361666666667,10.207943333333333,56.1435414105,10.2084149164
1290023597145,56.143505000000005,10.207791666666667,56.1434671468,10.2081620345
1290023604098,56.14332833333333,10.207611666666667,56.1431872752,10.2074263551
1290023611100,56.14316,10.207623333333334,56.143024834,10.2076795723
1290023616110,56.14301999999999,10.207645000000001,56.1429659092,10.2078139342
1290023623120,56.142815000000006,10.20756,56.1428684277,10.2079536605
1290023630100,56.142601666666664,10.207485,56.1424953493,10.2074120221
1290023635076,56.14248666666667,10.207441666666666,56.1423396136,10.2072947593
1290023641102,56.142331666666664,10.207356666666668,56.1423481632,10.2074779876
1290023648083,56.142115,10.207298333333334,56.1421076027,10.207230973
1290023655070,56.141913333333335,10.207261666666666,56.1419189261,10.2070930908
1290023660077,56.141776666666665,10.207231666666667,56.1417583289,10.2070368482
1290023667089,56.14156166666667,10.207188333333333,56.1414792116,10.2071175659
1290023675133,56.14131666666667,10.207121666666666,56.1414839055,10.2079166125
1290023682107,56.14112,10.207046666666667,56.1411117491,10.2072200766
1290023689117,56.14092666666667,10.206993333333333,56.1408857731,10.2071681926
1290023695103,56.14074833333334,10.206953333333333,56.140601459,10.2069768338
1290023700025,56.14060333333334,10.206933333333334,56.1405515029,10.2061995803
1290023708078,56.14037499999999,10.20689,56.1403000459,10.2068652707
1290023715097,56.14015500000001,10.20686,56.1401394487,10.2069133829
1290023721072,56.13997833333333,10.206846666666667,56.1399636803,10.2065077827
1290023728085,56.13977,10.206845,56.1398212718,10.2068019036
1290023733105,56.13962,10.20684,56.1395787834,10.2067360219
1290023740066,56.13941,10.206825,56.1394512947,10.2064674658
1290023745089,56.139266666666664,10.206790000000002,56.1392836567,10.2066100419
1290023752081,56.13904666666667,10.206766666666665,56.1390354687,10.206541478
1290023757086,56.13889166666666,10.206798333333333,56.138869507,10.2066853114
1290023764086,56.13868166666666,10.206841666666666,56.1386487278,10.2067987185
1290023771111,56.138488333333335,10.206893333333333,56.1384671758,10.2068845491
1290023778067,56.13827500000001,10.206945,56.1380526909,10.206569725
1290023785086,56.138106666666665,10.206983333333334,56.1381313969,10.2068766701
1290023790107,56.137969999999996,10.207013333333332,56.1379166527,10.2071453938
1290023797104,56.13777666666667,10.207055,56.1377699694,10.2070344175
1290023804081,56.13757166666666,10.207118333333334,56.1375282354,10.2071349165
1290023809100,56.137433333333334,10.207155,56.1375453345,10.207377321
1290023816087,56.13726,10.207225,56.1372554884,10.2071878063
1290023821075,56.13711333333334,10.207296666666668,56.1369254092,10.2069762471
1290023828082,56.1369,10.207426666666667,56.1369159376,10.2074629002
1290023835098,56.136723333333336,10.207573333333332,56.1368060509,10.2076210667
1290023842093,56.13663081666667,10.207628483333334,56.1365154504,10.2075200648
1290023847102,56.13650873333333,10.207729016666667,56.1365120139,10.2077607091
1290023854108,56.136310583333334,10.207911433333333,56.1362607245,10.2083129925
1290023859101,56.13617318333333,10.208026316666666,56.1361434617,10.2085327659
1290023865109,56.136018966666676,10.20817665,56.1358676134,10.2082420816
1290023870115,56.13588970000001,10.208279766666667,56.1358915856,10.2086482685
1290023875088,56.135763600000004,10.208382766666666,56.1355291523,10.2084677224
1290023882106,56.13554081666666,10.208559283333333,56.1356229457,10.2089065987
1290023887066,56.135422266666666,10.208650033333333,56.1353051879,10.2081393195
1290023892089,56.135292416666665,10.208720616666666,56.1351548166,10.2087223645
1290023897103,56.13515,10.208874283333333,56.1349583449,10.2089883222
1290023904095,56.134967833333334,10.209027833333332,56.1351283298,10.2092971952
1290023911081,56.134801683333336,10.2091447,56.1346732764,10.2089885737
1290023918098,56.13463613333333,10.209326299999999,56.1346571832,10.2096028831
1290023925097,56.13444668333333,10.209470366666666,56.1345426864,10.2099654003
1290023931087,56.134322149999996,10.209567166666666,56.1342634854,10.2096227482
1290023936083,56.13418096666666,10.209663183333333,56.1336390338,10.2097318805
1290023941169,56.134053916666666,10.209782883333332,56.1346456162,10.2102628739
1290023948091,56.13388376666667,10.209921733333335,56.1340469809,10.2099944017
1290023953090,56.133766066666674,10.210037333333334,56.1336275506,10.2099271788
1290023960067,56.133600916666666,10.210209266666668,56.1334784366,10.2101482095
1290023965103,56.13347278333334,10.21032145,56.1333678793,10.2105483614
1290023970104,56.13335426666666,10.210439233333334,56.133580612,10.2106564879
1290023977099,56.13321528333333,10.210576783333332,56.1328603553,10.2106476031
1290023985083,56.13304388333333,10.21077895,56.1328645462,10.2108117207
1290023990084,56.132897166666666,10.210906716666667,56.1325731076,10.2107973039
1290023997097,56.13271998333333,10.2111181,56.1325820762,10.2111585637
1290024004098,56.13256535000001,10.211283033333332,56.1324626341,10.2112706298
1290024009103,56.13245058333334,10.211406183333334,56.1323619675,10.2113386908
1290024014087,56.13232865,10.211503266666666,56.132108415,10.2111258743
1290024024128,56.13208836666666,10.211716683333332,56.1318076725,10.2122340453
1290024031081,56.13191203333334,10.211923533333334,56.131909764,10.2120305328
1290024036124,56.13176955000001,10.212034666666666,56.1316660184,10.2123424233
1290024042101,56.13158536666666,10.212188066666666,56.1315442294,10.2122842529
1290024048095,56.13145298333334,10.212363633333332,56.1309170956,10.2120629708
1290024056115,56.13124026666666,10.21245115,56.1308549019,10.2125962272
1290024064077,56.130985833333334,10.212585516666667,56.1307003397,10.2124225543
1290024071059,56.1306968,10.212581133333334,56.130613587,10.2123396573
1290024079108,56.130439433333336,10.212626216666667,56.1304923009,10.2128693934
1290024084076,56.130336366666675,10.212581816666667,56.1306307699,10.2134154741
1290024089084,56.130211266666656,10.212530600000001,56.1302539197,10.2125787091
1290024094060,56.13006293333333,10.212546983333334,56.1299451305,10.2121815746
1290024101094,56.12988623333334,10.212486783333333,56.1298207431,10.2126501229
1290024110175,56.12967438333333,10.2123447,56.1298259399,10.2134102774
1290024118112,56.1294887,10.212211133333334,56.129272483,10.2118353184
1290024127122,56.12930828333333,10.2119942,56.1292945274,10.2123539065
1290024136075,56.129128300000005,10.211876466666666,56.1289641967,10.2114160557
1290024148017,56.12886555,10.2116444,56.1290107163,10.2118312112
1290024156077,56.12866498333333,10.211491983333334,56.1284325328,10.2111600725
1290024166082,56.12837953333333,10.21123545,56.1284736879,10.2112762456
1290024179087,56.12803283333333,10.210992783333333,56.1278780701,10.2107308354
1290024188101,56.127857999999996,10.210743933333333,56.1278489011,10.2106693961
1290024196112,56.12768315,10.2105994,56.1275570433,10.2104924542
1290024205153,56.12748620000001,10.21037135,56.127474314,10.2110396246
1290024213117,56.12732875,10.210238,56.1268350265,10.2103972358
1290024226102,56.127017233333326,10.209991283333332,56.1270406345,10.2100975828
1290024238093,56.126779066666664,10.209736966666666,56.1265525565,10.2096847743
1290024251100,56.126509299999995,10.209497366666666,56.126329095,10.2094274499
1290024259099,56.12635183333334,10.209376350000001,56.126295735,10.2093571258
1290024269099,56.12610719999999,10.209226483333333,56.1257633167,10.2093055771
1290024275099,56.12598113333333,10.209116383333333,56.1258258457,10.2093018891
1290024285094,56.12577825,10.2090039,56.1257301244,10.2089428923
1290024295109,56.12559366666666,10.20883695,56.1253313974,10.208647598
1290024306076,56.125371483333325,10.20865615,56.1252955229,10.2085843146
1290024319006,56.125048533333334,10.208441066666667,56.1253536095,10.2082031058
1290024327156,56.12486285,10.208318433333334,56.1248014099,10.208734183
1290024337109,56.124624049999994,10.208231000000001,56.1243119908,10.2080555005
1290024357062,56.124188000000004,10.208065866666667,56.1240267547,10.2074333121
1290024366009,56.123989783333336,10.207933599999999,56.1237961686,10.2071817713
1290024374068,56.12380926666666,10.207829183333333,56.123695502,10.2075808336
1290024383062,56.12362726666667,10.2078283,56.1237263474,10.207510258
1290024391146,56.123421099999995,10.207762283333333,56.1231198331,10.2079615394
1290024399130,56.12324335,10.207673866666665,56.1230723916,10.2071650913
1290024407047,56.12294326666667,10.207522883333333,56.1230286381,10.2069808571
1290024414007,56.12276168333333,10.207430566666666,56.1229445676,10.2066963755
1290024421190,56.12258356666666,10.207355733333333,56.1220805613,10.2086913515
1290024430159,56.122332066666665,10.207269166666666,56.122381723,10.2075659976
1290024437079,56.122125149999995,10.207208166666668,56.1221932979,10.2070314
1290024445091,56.121937433333336,10.2071898,56.1219467862,10.207214796
1290024453207,56.121776616666665,10.207094166666668,56.1213806727,10.207827932
1290024461160,56.121561883333335,10.207086183333333,56.1212653378,10.2067409672
1290024469089,56.12134678333334,10.2069941,56.1211214205,10.2068785142
1290024477121,56.12114211666667,10.20698095,56.1206983022,10.2073261076
1290024486099,56.12090958333333,10.206937816666668,56.1207242023,10.2066896699
1290024494084,56.120684366666666,10.206869366666666,56.1205797822,10.2052425349
1290024503124,56.12047146666667,10.206859333333334,56.1205450811,10.207223597
1290024509078,56.12030540000001,10.206869316666666,56.120843812,10.2072307216
1290024517036,56.120099433333344,10.206846783333333,56.1199193722,10.2064641968
1290024524995,56.11988196666666,10.2068213,56.1211760705,10.2068906679
1290024532151,56.1196717,10.206774683333332,56.1188772506,10.2070474933
1290024541124,56.11941613333333,10.20676795,56.1196136844,10.2071852079
1290024548078,56.11923388333333,10.206813433333334,56.1189826949,10.2065725748
1290024559068,56.118963316666665,10.206863066666667,56.1192158794,10.2069091081
1290024565130,56.11881506666667,10.20685495,56.1186612491,10.207187471
1290024572086,56.11867913333334,10.20683655,56.1186883226,10.2068994689
1290024579159,56.11853551666666,10.206792400000001,56.1181924494,10.2072479883
1290024590112,56.11833431666667,10.206899933333334,56.1182583311,10.2068982954
1290024600073,56.117926583333336,10.206874050000001,56.1177826583,10.2066952858
1290024607130,56.11769173333334,10.206825916666666,56.116874228,10.2072534365
1290024612162,56.117583849999995,10.206890333333332,56.1180305111,10.2080270021
1290024621146,56.117336800000004,10.20687135,56.1171474779,10.2066001513
1290024626052,56.11722461666667,10.20686125,56.1172795767,10.2065755085
1290024634094,56.117000499999996,10.206894633333333,56.1168406166,10.2067490976
1290024640134,56.1168315,10.206912733333333,56.1167784229,10.2076669995
1290024649993,56.11663161666667,10.206984016666667,56.1168287143,10.2065538832
1290024658149,56.11656983333334,10.206680066666667,56.116571809,10.2062745144
1290024664102,56.11659148333333,10.206327866666667,56.1163926878,10.2052250167
1290024671131,56.116620116666674,10.206066683333335,56.1164035843,10.2055146952
1290024677140,56.11663621666666,10.205822266666667,56.1165537879,10.2051425388
1290024687154,56.11668318333333,10.205436966666667,56.1166072645,10.2048713006
1290024696162,56.11670898333333,10.204992650000001,56.1166761637,10.2052374219
1290024704158,56.116722749999994,10.204640866666667,56.1166374393,10.2046653573
1290024717207,56.11680646666667,10.204004933333332,56.1172436183,10.2047235277
1290024730015,56.116861183333334,10.2034428,56.1170386809,10.2037104912
1290024741184,56.11690555,10.202989533333332,56.1167909957,10.2034237464
1290024751168,56.11695495000001,10.202558166666668,56.1167719688,10.2022133162
1290024759132,56.11696976666667,10.202230933333334,56.1168179854,10.2018264077
1290024768203,56.11700770000001,10.201848649999999,56.1169545266,10.2023839717
